iter	Logloss
0	0.6848710054
1	0.6762626386
2	0.6672237152
3	0.6604991784
4	0.653684654
5	0.647133474
6	0.6384040679
7	0.6285666291
8	0.6215523349
9	0.6144954592
10	0.6078156555
11	0.6024402937
12	0.5974688653
13	0.5911368815
14	0.5852150446
15	0.5792262056
16	0.5730011495
17	0.5663713359
18	0.5612326021
19	0.5553043033
20	0.5489432907
21	0.5424133632
22	0.5367162685
23	0.5318988509
24	0.5246740478
25	0.51991672
26	0.5150944703
27	0.5102601453
28	0.5056862717
29	0.4996449579
30	0.493942929
31	0.4891722648
32	0.4844923222
33	0.479249599
34	0.4740681928
35	0.4697689057
36	0.4652878389
37	0.4606448162
38	0.4570624201
39	0.4535521191
40	0.4496840726
41	0.4459595646
42	0.4414137183
43	0.4377556372
44	0.4343543131
45	0.4310253502
46	0.4264948499
47	0.4228215249
48	0.419489018
49	0.4160263797
50	0.4120997522
51	0.4089102829
52	0.4053718709
53	0.4021301506
54	0.3986257466
55	0.3954175145
56	0.3927841946
57	0.3901274187
58	0.3874784772
59	0.3841034639
60	0.3808255902
61	0.3773149221
62	0.3740898202
63	0.3717587819
64	0.368178886
65	0.3659846866
66	0.3633081255
67	0.3608648626
68	0.3580411571
69	0.3552357887
70	0.3527837943
71	0.3504157439
72	0.34805755
73	0.345038487
74	0.3416834731
75	0.3392532651
76	0.3372532299
77	0.3347772988
78	0.3323440347
79	0.3300742456
80	0.3278169566
81	0.325622632
82	0.3233261598
83	0.3211016105
84	0.3192438343
85	0.3170905791
86	0.3147921538
87	0.3124434387
88	0.3095726792
89	0.3076458399
90	0.3056727147
91	0.3032982298
92	0.3011000256
93	0.2990476886
94	0.2968707147
95	0.2950435319
96	0.2935271523
97	0.2913905483
98	0.2894506364
99	0.2877692723
100	0.2863332991
101	0.2849052365
102	0.283296226
103	0.2813277903
104	0.2796100603
105	0.2778082771
106	0.2763450282
107	0.2751137383
108	0.2738075813
109	0.2722916023
110	0.2703113309
111	0.26901162
112	0.267596206
113	0.2659414154
114	0.264589571
115	0.2631806649
116	0.2616937564
117	0.2603162946
118	0.2586508913
119	0.2571461109
120	0.2553976809
121	0.2541571575
122	0.2527703432
123	0.2513739297
124	0.2501009464
125	0.2485184469
126	0.2469030754
127	0.2457928307
128	0.2444779623
129	0.2428839306
130	0.2414716545
131	0.2399430894
132	0.238492847
133	0.2373143169
134	0.2360655843
135	0.2346949047
136	0.2333873104
137	0.2319692892
138	0.2305999726
139	0.2293256232
140	0.2282215155
141	0.2269647838
142	0.2256128084
143	0.2241624813
144	0.2227977159
145	0.2215834771
146	0.2203240028
147	0.2191238214
148	0.2179080271
149	0.2166885845
150	0.21550067
151	0.2145672161
152	0.213393193
153	0.2122645003
154	0.2112083561
155	0.2101125169
156	0.2091600174
157	0.2078165254
158	0.2067683337
159	0.2057559333
160	0.2048358924
161	0.2039997704
162	0.2030030638
163	0.2019237819
164	0.2010064285
165	0.2001108209
166	0.1991298592
167	0.1981847461
168	0.1971847579
169	0.1960959917
170	0.1952224011
171	0.1943321159
172	0.1932279388
173	0.192464372
174	0.1916518275
175	0.1906833646
176	0.1894683334
177	0.1885730488
178	0.1877548772
179	0.1866302494
180	0.1856522141
181	0.184629226
182	0.1836660194
183	0.1828163438
184	0.1819988397
185	0.1812797491
186	0.1805241656
187	0.1791730185
188	0.1783662717
189	0.1773479946
190	0.1763403089
191	0.1755827027
192	0.1749585652
193	0.1742479473
194	0.1734471298
195	0.1727288093
196	0.1716751461
197	0.1707847488
198	0.1701108118
199	0.1694502547
